Código,Descrição,Unidade medida,CPC,Seção,Divisão,Grupo,Classe,Subclasse
1252,"Subaquático (Mergulho)                                                                                                  ",UN,979,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","97: OUTROS SERVIÇOS                                                                                                         ","979: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA                                                                                     ",,
1260,"Informática - Manutenção/Instalação Sistemas/Periféricos                                                                ",UN,8713,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","87: SERVIÇOS DE MANUTENÇÃO,REPARO E INSTALAÇÃO(EXCETO DA CONSTRUÇÃO)                                                        ","871: SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS                               ","8713: SERVIÇOS DE MANUTENÇÃO,REPARO E ATENÇÃO AO EQUIPAMENTO DE INFORMÁTICA                                                   ",
1279,"Informática - Programas Fechados (Software)                                                                             ",UN,7331,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","733: SERVIÇOS DE LICENÇA PELO DIREITO DE USO DE ATIVOS NÃO-FINAN-CEIROS INTANGÍVEIS                                          ","7331: SERVIÇOS DE LICENÇA PELO DIREITO DE USO DE SOFTWARE                                                                     ",
1287,"Informática - Serviço de Bureau                                                                                         ",UN,8399,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","839: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","8399: TODOS OS OUTROS SERVIÇOS DE NEGÓCIOS TÉCNICOS E PROFISSIONAIS                                                           ",
1295,"Informática - Administração e Operação em Processamento   deDados                                                       ",UN,8399,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","839: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","8399: TODOS OS OUTROS SERVIÇOS DE NEGÓCIOS TÉCNICOS E PROFISSIONAIS                                                           ",
1309,"Regeneração de Lubrificantes                                                                                            ",UN,979,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","97: OUTROS SERVIÇOS                                                                                                         ","979: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA                                                                                     ",,
1317,"Regeneração de Óleo Isolante                                                                                            ",UN,979,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","97: OUTROS SERVIÇOS                                                                                                         ","979: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA                                                                                     ",,
1325,"Recuperação de Óleo Isolante                                                                                            ",UN,979,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","97: OUTROS SERVIÇOS                                                                                                         ","979: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA                                                                                     ",,
1333,"Incineração / Aterramento - Resíduos Industriais / Lixo Especial                                                        ",UN,9421,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","94: SERVIÇOS DE REDE DE ESGOTOS E REJEITOS,SANEAMENTO E OUTROS  SERVIÇOS DE PROTEÇÃO AMBIENTAL                              ","942: SERVIÇOS DE ELIMINAÇÃO DE REJEITOS                                                                                      ","9421: SERVIÇOS DE COLETA,TRATAMENTO E ELIMINAÇÃO DE RESÍDUOS NÃO  PERIGOSOS                                                   ",
1341,"Supervisão / Gerenciamento / Fiscalização - Projeto Constru-ção / Obras Civis                                           ",UN,83352,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","833: SERVIÇOS DE ENGENHARIA                                                                                                  ","8335: SERVIÇOS DE ENGENHARIA DURANTE A FASE DE CONSTRUÇÃO E DE INSTALAÇÃO                                                     ","83352: SERVIÇOS DE ENGENHARIA DURANTE A FASE DE CONSTRUÇÃO E DE INSTALAÇÃO DE OBRAS DE ENGENHARIA CIVIL                        "
1350,"Obras Civis de Parques e Praças                                                                                         ",UN,547,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","547: SERVIÇO DE ACABAMENTO E FINALIZAÇÃO DOS EDIFÍCIOS                                                                       ",,
1368,"Obras Civis de Reflorestamento                                                                                          ",UN,5459,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5459: OUTROS TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                        ",
1376,"Obras Civis Execução de Desmatamento                                                                                    ",UN,5459,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5459: OUTROS TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                        ",
1384,"Obras Civis de Terraplenagem                                                                                            ",UN,5433,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","543: SERVIÇO DE PREPARAÇÃO DO LOCAL DA CONSTRUÇÃO                                                                            ","5433: SERVIÇOS DE ESCAVAÇÃO E DE MOVIMENTO DE TERRAS(TERRAPLANA-  GEM)                                                        ",
1392,"Obras Civis de Pavimentação de Concreto                                                                                 ",UNM2M,5454,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5454: SERVIÇOS DE TRABALHO COM CONCRETO                                                                                       ",
1406,"Obras Civis de Pavimentação Asfáltica                                                                                   ",UNM2,5421,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ","5421: SERVIÇOS GERAIS DE CONSTRUÇÃO DE ESTRADAS(EXCETO ELEVADOS), RUAS,VIAS,ESTRADAS DE FERRO E PISTAS DE ATERRIZAGEM         ",
1414,"Obras Civis de Pavimentação Poliedrica                                                                                  ",UN,5421,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ","5421: SERVIÇOS GERAIS DE CONSTRUÇÃO DE ESTRADAS(EXCETO ELEVADOS), RUAS,VIAS,ESTRADAS DE FERRO E PISTAS DE ATERRIZAGEM         ",
1422,"Obras Civis de Pavimentação de Paralelepípedo                                                                           ",UNM2,5421,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ","5421: SERVIÇOS GERAIS DE CONSTRUÇÃO DE ESTRADAS(EXCETO ELEVADOS), RUAS,VIAS,ESTRADAS DE FERRO E PISTAS DE ATERRIZAGEM         ",
1430,"Obras Civis de Rebaixamento de Lençol D'água                                                                            ",UN,5429,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ","5429: SERVIÇOS GERAIS DE CONSTRUÇÃO DE OUTRAS OBRAS DE ENGENHARIA N.C.P                                                       ",
1449,"Obras Civis de Fundações Diretas                                                                                        ",UN,5451,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5451: SERVIÇOS DE INSTALAÇÃO DE PILOTIS E CIMENTAÇÃO DE FUNDAÇÃO/ALICERCE                                                     ",
1457,"Obras Civis de Fundações em Estacas de Concreto                                                                         ",UN,5451,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5451: SERVIÇOS DE INSTALAÇÃO DE PILOTIS E CIMENTAÇÃO DE FUNDAÇÃO/ALICERCE                                                     ",
1465,"Obras Civis de Fundações em Estacas Metálicas                                                                           ",UN,5451,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5451: SERVIÇOS DE INSTALAÇÃO DE PILOTIS E CIMENTAÇÃO DE FUNDAÇÃO/ALICERCE                                                     ",
1473,"Obras Civis de Fundações em Tubulões                                                                                    ",UN,5451,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5451: SERVIÇOS DE INSTALAÇÃO DE PILOTIS E CIMENTAÇÃO DE FUNDAÇÃO/ALICERCE                                                     ",
1481,"Obras Civis de Fundações Subaquáticas                                                                                   ",UN,5451,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5451: SERVIÇOS DE INSTALAÇÃO DE PILOTIS E CIMENTAÇÃO DE FUNDAÇÃO/ALICERCE                                                     ",
1490,"Obras Civis de Estruturas de Concreto Armado                                                                            ",UN,5454,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5454: SERVIÇOS DE TRABALHO COM CONCRETO                                                                                       ",
1503,"Obras Civis de Estruturas de Concreto Protendido                                                                        ",UN,5454,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5454: SERVIÇOS DE TRABALHO COM CONCRETO                                                                                       ",
1511,"Obras Civis de Estruturas Metálicas                                                                                     ",UN,5454,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5454: SERVIÇOS DE TRABALHO COM CONCRETO                                                                                       ",
1520,"Obras Civis de Estruturas Pré-Moldadas                                                                                  ",UN,5454,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5454: SERVIÇOS DE TRABALHO COM CONCRETO                                                                                       ",
1538,"Instalações Prediais Elétricas                                                                                          ",UN,5461,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","546: SERVIÇOS DE INSTALAÇÃO                                                                                                  ","5461: SERVIÇOS DE INSTALAÇÃO ELÉTRICA                                                                                         ",
1546,"Instalações Prediais Hidro-Sanitárias                                                                                   ",UN,5469,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","546: SERVIÇOS DE INSTALAÇÃO                                                                                                  ","5469: OUTROS SERVIÇOS DE INSTALAÇÃO                                                                                           ",
1554,"Instalações Prediais Telefônicas                                                                                        ",UN,546,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","546: SERVIÇOS DE INSTALAÇÃO                                                                                                  ",,
1562,"Instalações Prediais de Gás (Obras Civis)                                                                               ",UN,546,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","546: SERVIÇOS DE INSTALAÇÃO                                                                                                  ",,
1570,"Instalações Prediais Eletrônicas (Obras Civis)                                                                          ",UN,546,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","546: SERVIÇOS DE INSTALAÇÃO                                                                                                  ",,
1589,"Instalações Prediais de Comunicação (Obras Civis)                                                                       ",UN,546,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","546: SERVIÇOS DE INSTALAÇÃO                                                                                                  ",,
1597,"Obras Civis Instalações Prediais - Som Ambiente / Sistema Audiovisual                                                   ",UN,546,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","546: SERVIÇOS DE INSTALAÇÃO                                                                                                  ",,
1600,"Obras Civis - Impermeabilização / Cristalização / Revestimento / Tratamento Especial                                    ",UNM2,5453,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5453: SERVIÇOS DE TELHADO E IMPERMEABILIZAÇÃO                                                                                 ",
1619,"Obras Civis de Edificação Prediais                                                                                      ",UN,541,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","541: SERVIÇOS GERAIS DE CONSTRUÇÃO DOS EDIFÍCIOS                                                                             ",,
1627,"Manutenção / Reforma Predial                                                                                            ",UN,545,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ",,
1635,"Obras Civis - Demolições                                                                                                ",UNM3,5431,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","543: SERVIÇO DE PREPARAÇÃO DO LOCAL DA CONSTRUÇÃO                                                                            ","5431: SERVIÇOS DE DEMOLIÇÃO                                                                                                   ",
1643,"Obras Civis de Recuperação Estrutural - Injeções em Trincas e Fissuras de Concreto                                      ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1651,"Obras Civis de Recuperação Estrutural - Tratamento e  Prote-ção de Armaduras e Superfícies de Concreto                  ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1660,"Obras Civis de Recuperação Estrutural - Concreto Projetado                                                              ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1678,"Obras Civis de Recuperação Estrutural - Estruturas Metálicas                                                            ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1686,"Obras Civis de Muros de Arrimo                                                                                          ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1694,"Obras Civis de Cortinas Atirantadas                                                                                     ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1708,"Obras Civis de Muros de Gabiões                                                                                         ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1716,"Obras Civis de Paredes Diafragma                                                                                        ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1724,"Injeções de Cimento (Obras Civis)                                                                                       ",UN,5451,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5451: SERVIÇOS DE INSTALAÇÃO DE PILOTIS E CIMENTAÇÃO DE FUNDAÇÃO/ALICERCE                                                     ",
1732,"Obras Civis de Atirantamento                                                                                            ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1740,"Hidrossemeadura (Obras Civis)                                                                                           ",UN,542,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ",,
1759,"Obras Civis de Pontes e Viadutos - Concreto                                                                             ",UN,54512,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5451: SERVIÇOS DE INSTALAÇÃO DE PILOTIS E CIMENTAÇÃO DE FUNDAÇÃO/ALICERCE                                                     ","54512: SERVIÇOS DE CIMENTAÇÃO DE FUNDAÇÃO/ALICERCE                                                                             "
1767,"Obras Civis de Pontes e Viadutos - Metálicos                                                                            ",UN,5422,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ","5422: SERVIÇOS GERAIS DE CONSTRUÇÃO DE PONTES,ELEVADOS,TÚNEIS E   SUBTERRÂNEOS                                                ",
1775,"Obras Civis de Túneis                                                                                                   ",UN,5422,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ","5422: SERVIÇOS GERAIS DE CONSTRUÇÃO DE PONTES,ELEVADOS,TÚNEIS E   SUBTERRÂNEOS                                                ",
1783,"Obras Civis de Rodovias / Estacionamento                                                                                ",UN,542,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ",,
1791,"Obras Civis de Ferrovias, Pátios e Terminais                                                                            ",UN,542,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ",,
1805,"Obras Civis de Aeroportos                                                                                               ",UN,542,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ",,
1813,"Obras Civis - Execução de Obras Portuárias                                                                              ",UN,5459,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5459: OUTROS TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                        ",
1821,"Obras Civis de Barragens de Concreto (Estrutural,  Gravidadee Concreto Rolado)                                          ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1830,"Obras Civis - Barragens de Enrroçamento                                                                                 ",UN,5452,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5452: SERVIÇOS DE ESTRUTURAÇÃO DAS CONSTRUÇÕES                                                                                ",
1848,"Obras Civis - Barragens de Terra                                                                                        ",UN,542,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ",,
1856,"Obras Civis - Diques e Ensecadeiras                                                                                     ",UN,542,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ",,
1864,"Obras Civis - Dragagem e Derrocagem                                                                                     ",UN,5459,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5459: OUTROS TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                        ",
1872,"Obras Civis de Saneamento - Captação, Adução e  Distribuiçãode Água e Esgoto Sanitário                                  ",UN,5459,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5459: OUTROS TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                        ",
1880,"Obras Civis de Saneamento - Tratamento de Água, Esgoto Sani-tário e Despejo Industrial                                  ",UN,5459,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5459: OUTROS TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                        ",
1899,"Obras Civis de Saneamento - Sistema de Drenagem Pluvial e Industrial                                                    ",UN,5459,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5459: OUTROS TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                        ",
1902,"Obras Civis - Perfuração de Poços                                                                                       ",M M3,5434,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","543: SERVIÇO DE PREPARAÇÃO DO LOCAL DA CONSTRUÇÃO                                                                            ","5434: SERVIÇO DE PERFURAÇÃO DE POÇOS DE ÁGUA E INSTALAÇÕES DE SIS-TEMAS SÉPTICOS                                              ",
1910,"Obras Civis - Subestações Energia Elétrica                                                                              ",UN,5424,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ","5424: SERVIÇOS GERAIS DE CONSTRUÇÃO DE TUBULAÇÕES,LINHAS DE COMUNICAÇÃO E DE ENERGIA DE LONGA DISTÂNCIA                       ",
1929,"Obras Civis de Linhas de Transmissão de Energia Elétrica                                                                ",UN,5424,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ","5424: SERVIÇOS GERAIS DE CONSTRUÇÃO DE TUBULAÇÕES,LINHAS DE COMUNICAÇÃO E DE ENERGIA DE LONGA DISTÂNCIA                       ",
1937,"Obras Civis de Linhas de Distribuição de Energia Elétrica                                                               ",UN,5424,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","542: SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL                                                            ","5424: SERVIÇOS GERAIS DE CONSTRUÇÃO DE TUBULAÇÕES,LINHAS DE COMUNICAÇÃO E DE ENERGIA DE LONGA DISTÂNCIA                       ",
1945,"Obras Civis de Redes de Telecomunicações                                                                                ",UN,5459,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","545: TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                               ","5459: OUTROS TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO                                                                        ",
